user_id;event_data value_prop;click;cantidad_impresiones;cantidad_clicks;cantidad_pagos;total_pago
51121;point;1;2;0;2;126.31
60274;transport;0;1;0;2;121.17000000000002
67103;transport;0;1;1;1;29.75
63972;cellphone_recharge;0;0;0;1;25.3
88552;send_money;0;1;0;1;0.45
3896;point;0;0;0;2;121.42
8202;prepaid;0;2;0;2;249.04
14093;send_money;0;2;0;2;88.44999999999999
85715;cellphone_recharge;0;1;0;2;20.040000000000003
87904;point;0;0;0;3;96.78
22829;link_cobro;0;1;0;2;143.46
80890;prepaid;0;1;0;2;180.0
51065;cellphone_recharge;0;0;0;1;12.45
69884;send_money;1;0;0;1;78.8
38334;link_cobro;0;0;0;1;9.68
36493;transport;1;0;0;2;30.32
99479;prepaid;0;0;0;1;56.19
16133;link_cobro;1;0;0;1;127.67
67950;send_money;0;1;1;1;82.42
38705;credits_consumer;0;0;0;1;104.26
9087;cellphone_recharge;0;0;0;2;36.75
32721;credits_consumer;0;1;0;2;139.72
74582;credits_consumer;0;0;0;1;76.56
30468;prepaid;0;1;0;2;26.46
78882;cellphone_recharge;0;1;0;1;37.18
37273;link_cobro;1;0;0;1;6.11
20363;send_money;0;1;0;3;179.23000000000002
3989;transport;0;0;0;2;173.58
90488;credits_consumer;0;1;0;1;64.16
61709;point;0;0;0;3;93.19
81829;transport;0;0;0;1;141.76
74901;point;1;0;0;2;36.56
61421;transport;0;0;0;2;11.66
94638;point;0;1;0;1;99.32
2908;transport;0;2;0;1;80.19
23269;prepaid;0;1;0;1;101.88
68379;prepaid;0;2;0;1;17.47
11806;credits_consumer;0;1;0;4;31.689999999999998
90832;link_cobro;0;1;0;2;90.71
53158;transport;0;0;0;2;113.27000000000001
62222;point;0;0;0;1;1.19
38648;credits_consumer;1;1;0;1;6.18
48198;link_cobro;0;0;0;2;157.61
83359;transport;0;2;1;1;66.36
52226;link_cobro;0;0;0;2;122.68
31491;point;0;0;0;1;70.72
33284;cellphone_recharge;0;0;0;2;40.07
11770;prepaid;0;0;0;1;9.67
54956;link_cobro;0;0;0;2;55.38
34092;prepaid;0;1;0;1;17.69
64442;prepaid;0;0;0;1;8.79
61135;transport;0;3;1;1;36.25
62203;cellphone_recharge;0;0;0;2;32.64
55519;link_cobro;0;1;0;1;5.79
86572;cellphone_recharge;0;0;0;2;8.98
93249;credits_consumer;0;0;0;2;49.63
34381;prepaid;0;0;0;2;205.69
88551;transport;0;0;0;1;48.47
4404;credits_consumer;0;1;0;1;92.13
95437;cellphone_recharge;0;0;0;2;37.3
8375;prepaid;0;2;1;4;274.64
46348;point;0;2;1;2;77.77
83887;point;0;1;0;2;168.04999999999998
78454;link_cobro;0;1;0;1;35.21
7232;prepaid;0;2;0;2;107.22
44438;credits_consumer;0;0;0;2;79.82
40552;prepaid;0;1;0;1;82.5
44562;transport;0;0;0;1;92.81
10119;transport;1;2;0;2;30.88
43606;credits_consumer;0;0;0;3;153.96
508;prepaid;0;1;1;1;147.97
58708;link_cobro;0;1;0;2;74.92
5619;send_money;1;0;0;2;112.72
51203;send_money;0;2;0;3;114.92
11459;cellphone_recharge;0;0;0;3;152.6
57756;link_cobro;0;1;0;1;33.05
2450;point;0;0;0;2;37.8
67599;credits_consumer;0;0;0;2;67.5
73544;send_money;0;0;0;3;100.35
13199;send_money;0;1;0;3;62.42
33801;transport;0;2;1;1;120.82
80838;credits_consumer;0;0;0;2;49.59
99879;send_money;0;0;0;1;77.7
80758;link_cobro;0;2;1;2;86.36
41621;transport;0;0;0;1;19.74
47042;prepaid;0;0;0;4;199.51000000000002
62101;credits_consumer;0;0;0;2;205.75
88767;credits_consumer;0;2;0;2;70.15
62527;prepaid;1;0;0;1;60.14
60512;cellphone_recharge;0;0;0;1;18.18
32450;link_cobro;0;0;0;1;13.57
46696;send_money;0;1;0;1;72.54
31468;transport;0;0;0;1;12.88
80217;transport;1;0;0;2;73.21000000000001
53299;transport;0;1;0;1;21.96
73473;cellphone_recharge;0;0;0;2;11.36
45165;send_money;0;0;0;1;97.26
87013;send_money;0;1;0;2;63.269999999999996
7082;credits_consumer;0;1;0;1;35.17
88012;prepaid;0;1;0;2;36.42
86287;prepaid;0;0;0;2;115.3
2734;send_money;0;0;0;1;133.75
52236;transport;0;0;0;2;236.6
76937;transport;0;0;0;1;67.55
36481;transport;0;0;0;3;65.91
66283;prepaid;0;0;0;2;27.26
48267;link_cobro;0;1;0;1;24.68
94230;send_money;0;2;0;1;145.1
46285;prepaid;0;0;0;2;15.32
73195;link_cobro;0;0;0;1;13.31
68903;prepaid;0;0;0;1;101.98
21822;point;0;0;0;1;31.68
17322;send_money;0;0;0;1;2.18
7675;transport;0;0;0;2;71.04
33535;cellphone_recharge;0;0;0;1;20.94
63472;cellphone_recharge;0;0;0;2;171.82999999999998
70932;transport;0;0;0;1;36.76
20256;point;0;0;0;1;25.83
67675;point;0;0;0;2;134.68
67831;cellphone_recharge;0;1;1;1;7.73
32615;transport;0;0;0;3;128.42000000000002
10689;prepaid;0;0;0;2;131.28
94058;cellphone_recharge;1;1;0;3;317.46999999999997
86526;link_cobro;0;0;0;2;57.769999999999996
48153;prepaid;0;1;0;1;5.87
63865;cellphone_recharge;0;0;0;1;38.49
22906;prepaid;0;1;0;1;36.54
5399;prepaid;0;1;1;3;186.06
70083;cellphone_recharge;0;0;0;2;207.38
57072;transport;0;1;0;1;156.93
52846;link_cobro;0;0;0;2;223.67000000000002
75009;credits_consumer;0;0;0;1;76.23
88804;send_money;0;1;0;2;158.08
81289;transport;0;1;0;1;157.95
78716;point;0;1;0;1;41.17
54827;prepaid;1;0;0;1;4.71
62091;prepaid;0;1;0;1;19.56
14104;send_money;0;0;0;1;1.75
60548;transport;0;1;0;1;119.08
75362;point;0;0;0;2;175.79
45363;credits_consumer;0;0;0;1;29.94
77251;cellphone_recharge;0;0;0;1;103.74
54625;send_money;0;0;0;2;110.37
37926;point;0;1;0;2;42.900000000000006
14588;point;0;2;0;1;125.98
58261;cellphone_recharge;0;1;0;1;13.44
66979;point;0;1;0;2;100.67
25979;prepaid;0;1;0;1;6.83
66583;cellphone_recharge;0;1;0;1;105.23
66278;prepaid;0;0;0;2;219.3
9645;send_money;0;0;0;1;77.92
18443;send_money;0;0;0;2;101.89
92942;point;0;0;0;1;30.14
81714;prepaid;0;1;0;1;19.21
10675;transport;0;4;0;1;19.63
20522;link_cobro;0;1;0;1;3.47
99855;send_money;0;0;0;2;128.26
14061;cellphone_recharge;0;0;0;1;10.25
6701;point;0;0;0;3;260.75
15380;send_money;1;0;0;2;104.22999999999999
35418;cellphone_recharge;0;1;0;4;200.76
1091;send_money;0;1;1;1;56.27
43474;transport;0;0;0;1;2.57
73068;send_money;0;0;0;1;82.79
53461;point;0;0;0;2;59.730000000000004
73963;link_cobro;0;1;0;1;46.07
49468;cellphone_recharge;0;1;0;1;31.73
98843;link_cobro;0;0;0;1;94.78
19592;prepaid;0;0;0;3;117.61
71414;cellphone_recharge;0;1;0;3;177.68
10005;credits_consumer;0;0;0;1;50.45
27779;point;0;1;0;1;53.14
94480;link_cobro;0;0;0;3;147.67999999999998
31625;link_cobro;1;1;0;1;23.38
85289;transport;0;0;0;1;23.92
43901;transport;0;2;0;1;139.26
45164;prepaid;0;0;0;1;32.02
48436;link_cobro;0;0;0;3;33.120000000000005
72639;cellphone_recharge;1;2;0;1;26.02
10996;send_money;0;0;0;1;63.08
23715;point;0;0;0;1;1.07
25015;credits_consumer;0;0;0;1;101.97
91781;link_cobro;0;1;0;1;4.21
90869;prepaid;0;2;0;1;42.22
25435;send_money;1;0;0;1;7.12
37992;transport;0;1;0;4;174.24
72177;transport;0;1;0;1;0.53
4525;cellphone_recharge;0;3;1;3;96.25
97539;credits_consumer;0;0;0;1;49.38
58413;credits_consumer;0;0;0;1;103.45
20144;cellphone_recharge;0;0;0;1;15.22
31519;prepaid;0;1;1;1;5.26
45487;transport;1;1;0;2;104.52
19098;cellphone_recharge;0;1;0;4;294.67999999999995
17847;prepaid;0;0;0;3;79.59
64249;point;0;0;0;3;527.46
41941;transport;0;1;0;1;5.32
95097;credits_consumer;0;1;0;1;23.68
88087;send_money;1;4;0;1;153.04
92277;credits_consumer;0;0;0;1;20.46
86647;credits_consumer;1;0;0;1;10.17
96999;cellphone_recharge;0;0;0;1;56.54
17791;cellphone_recharge;0;1;0;3;12.56
27009;transport;0;0;0;2;54.910000000000004
75133;credits_consumer;1;0;0;2;160.0
77863;send_money;0;0;0;1;7.1
76901;transport;0;1;0;1;96.07
57075;cellphone_recharge;0;1;0;2;44.879999999999995
99453;point;1;0;0;4;294.24
52728;transport;0;0;0;2;146.74
49738;cellphone_recharge;0;0;0;1;3.61
19103;credits_consumer;0;0;0;1;72.05
98747;transport;0;1;0;1;2.23
975;transport;0;0;0;1;29.87
83076;credits_consumer;0;1;0;2;24.05
82933;transport;0;1;0;3;119.28999999999999
99078;prepaid;0;3;0;1;190.94
4776;link_cobro;0;0;0;2;189.51999999999998
84742;point;0;2;1;2;131.94
20995;send_money;0;0;0;1;0.74
86833;send_money;0;1;0;1;90.22
28525;link_cobro;0;0;0;1;66.35
66985;send_money;1;0;0;1;54.43
65912;send_money;0;0;0;1;15.74
59603;cellphone_recharge;0;0;0;1;40.26
13688;credits_consumer;0;1;0;1;6.8
70243;prepaid;0;1;0;1;15.69
29162;point;0;0;0;2;29.840000000000003
36840;point;0;0;0;3;185.97
36928;cellphone_recharge;0;0;0;1;11.79
24523;cellphone_recharge;0;1;0;3;131.67000000000002
90552;transport;0;3;0;1;8.03
54616;transport;0;0;0;1;19.33
71286;cellphone_recharge;1;2;0;1;91.08
91107;transport;0;1;0;1;0.4
19582;point;0;3;0;2;69.09
58568;point;0;1;0;3;154.02
83635;send_money;0;0;0;1;67.92
12343;point;0;1;0;2;57.11
7787;send_money;0;0;0;1;9.24
40104;point;0;0;0;2;96.85999999999999
39201;transport;0;0;0;2;50.69
12298;cellphone_recharge;0;1;0;1;114.2
92448;point;0;0;0;2;86.41
61250;prepaid;0;1;0;1;113.64
51095;prepaid;0;0;0;2;104.62
80895;transport;0;0;0;4;245.23000000000002
19820;credits_consumer;0;0;0;1;23.27
15654;send_money;0;0;0;1;151.31
11644;credits_consumer;0;2;0;1;92.56
97773;send_money;0;1;0;1;13.98
67094;credits_consumer;0;0;0;2;33.07
38407;credits_consumer;0;1;0;1;40.16
76631;cellphone_recharge;0;0;0;2;149.11
43829;link_cobro;0;1;1;3;103.14
30902;link_cobro;0;0;0;1;100.39
24891;link_cobro;0;1;0;1;84.22
30932;transport;0;0;0;1;1.23
37629;prepaid;0;0;0;2;169.01
99192;point;0;0;0;2;50.51
27927;transport;0;0;0;2;100.03
37713;credits_consumer;0;1;1;1;25.01
29906;transport;0;2;0;2;143.21
38085;cellphone_recharge;0;0;0;1;117.3
16052;send_money;0;1;1;1;47.91
63436;transport;0;2;0;1;99.78
33888;credits_consumer;0;2;0;2;53.44
84347;point;0;1;0;2;155.28
27538;point;0;0;0;4;194.93
9072;transport;0;2;0;4;334.86
24250;cellphone_recharge;0;2;0;2;16.11
9633;prepaid;0;2;0;2;151.54
41607;cellphone_recharge;0;0;0;2;195.63
99994;send_money;1;1;0;2;142.42000000000002
92020;credits_consumer;0;0;0;1;13.49
16442;cellphone_recharge;0;0;0;3;294.15
34881;transport;0;0;0;2;47.88
64209;point;0;0;0;2;33.97
26669;point;0;0;0;2;237.38
1797;transport;0;2;1;2;95.19
58415;cellphone_recharge;0;0;0;1;37.35
61509;point;0;0;0;1;105.36
20367;point;0;0;0;3;124.05999999999999
97250;prepaid;0;0;0;2;36.17
55601;credits_consumer;0;1;0;1;69.16
96687;cellphone_recharge;0;0;0;2;20.7
91166;transport;0;1;0;1;0.95
87400;cellphone_recharge;0;3;2;1;136.85
73459;send_money;0;2;0;2;116.46000000000001
12672;link_cobro;0;0;0;1;121.28
2648;cellphone_recharge;0;0;0;2;22.45
30112;transport;1;0;0;2;38.410000000000004
2278;prepaid;0;1;0;3;207.0
32639;credits_consumer;0;0;0;2;119.12
34419;transport;0;1;0;2;167.51
98911;send_money;0;0;0;1;67.38
30044;prepaid;0;1;0;1;25.91
12293;credits_consumer;0;0;0;1;35.96
92542;prepaid;0;1;0;2;69.81
1763;prepaid;0;1;1;1;87.1
28611;send_money;0;0;0;1;30.34
31332;prepaid;0;0;0;1;29.55
53905;point;0;0;0;1;60.72
20007;cellphone_recharge;0;0;0;2;215.83999999999997
57908;transport;0;0;0;2;47.89
89349;point;0;0;0;1;2.04
57245;transport;0;0;0;3;58.82
78270;credits_consumer;0;1;0;2;121.12
8524;point;0;1;0;1;54.93
15322;credits_consumer;0;0;0;1;36.1
30511;transport;0;0;0;3;225.46
91475;link_cobro;0;0;0;2;67.51
34041;credits_consumer;0;1;0;1;38.41
68568;credits_consumer;1;0;0;2;81.95
24883;transport;0;0;0;4;104.67999999999999
31340;credits_consumer;0;2;1;3;91.11
92279;point;0;0;0;3;133.22
51535;link_cobro;0;0;0;2;34.77
18068;point;1;0;0;2;90.35
13799;credits_consumer;0;0;0;1;28.68
3840;prepaid;0;0;0;3;206.99
24120;point;0;1;0;2;26.51
77226;point;0;0;0;2;202.2
19278;credits_consumer;0;1;0;1;49.28
19492;send_money;0;1;0;1;34.39
17819;cellphone_recharge;0;0;0;1;74.02
68640;transport;0;0;0;1;62.5
70910;point;0;0;0;1;84.09
67896;credits_consumer;0;0;0;1;68.05
28454;send_money;0;1;1;1;62.41
33258;send_money;0;0;0;1;10.09
49981;transport;0;1;0;1;76.83
59718;credits_consumer;1;1;0;1;38.03
79937;transport;0;0;0;2;117.9
72361;credits_consumer;0;1;0;3;132.77
63339;link_cobro;0;0;0;1;70.63
19583;credits_consumer;0;0;0;1;40.38
36159;point;0;0;0;2;117.51
51870;transport;0;3;0;2;51.790000000000006
7043;link_cobro;0;0;0;1;128.51
40837;credits_consumer;0;0;0;1;4.24
97812;link_cobro;0;0;0;3;216.44
78033;prepaid;0;1;0;2;72.17
76642;credits_consumer;0;0;0;2;148.38
9854;prepaid;0;0;0;4;208.45999999999998
21213;prepaid;0;1;0;3;339.05999999999995
11274;credits_consumer;0;0;0;1;14.25
27484;transport;0;0;0;1;54.3
88516;prepaid;0;0;0;1;32.14
36530;prepaid;0;1;0;1;87.32
43373;credits_consumer;0;0;0;3;37.739999999999995
79623;cellphone_recharge;0;0;0;1;2.59
73787;credits_consumer;0;1;0;2;156.39
31777;credits_consumer;0;0;0;2;86.14
13163;credits_consumer;0;1;0;1;62.5
90366;transport;1;0;0;1;10.63
72654;link_cobro;0;0;0;1;13.46
25250;transport;0;0;0;1;63.19
48690;cellphone_recharge;0;1;0;1;186.96
60118;point;0;0;0;2;133.3
23830;prepaid;1;2;0;1;50.9
45276;link_cobro;0;0;0;2;35.94
27916;send_money;0;0;0;3;283.87
86076;cellphone_recharge;0;1;0;2;84.87
78782;cellphone_recharge;0;0;0;2;101.49000000000001
88141;prepaid;0;1;0;1;153.09
47537;prepaid;1;1;0;1;23.47
65642;send_money;0;0;0;2;53.13
99536;point;0;1;0;1;180.16
24722;send_money;0;0;0;1;118.53
86465;transport;0;0;0;3;102.64
668;send_money;0;1;1;1;67.03
71278;transport;0;2;0;1;85.92
24026;cellphone_recharge;0;0;0;1;18.13
55257;point;0;0;0;2;33.11
49751;send_money;0;0;0;1;0.25
18280;send_money;0;1;0;2;50.44
43409;cellphone_recharge;0;0;0;1;52.42
33467;credits_consumer;1;0;0;1;34.4
97463;credits_consumer;0;0;0;1;16.73
53005;point;0;0;0;1;86.97
71137;credits_consumer;0;1;0;2;161.62
38456;point;1;1;0;1;55.37
95193;credits_consumer;0;0;0;1;32.13
22994;prepaid;0;2;0;1;38.03
59001;prepaid;1;2;0;2;28.79
56186;point;0;0;0;1;40.59
66887;cellphone_recharge;1;0;0;1;6.45
75463;link_cobro;0;0;0;2;84.69999999999999
12911;prepaid;0;0;0;1;129.86
71591;point;0;1;0;1;87.62
73956;point;0;0;0;2;210.81
4951;prepaid;0;2;1;2;125.39000000000001
72160;prepaid;0;1;0;1;9.74
99176;link_cobro;0;1;0;1;4.75
60711;prepaid;0;0;0;3;280.03999999999996
57511;cellphone_recharge;0;0;0;1;115.12
39337;send_money;0;0;0;1;42.78
56694;link_cobro;0;0;0;2;143.59
47465;send_money;1;1;0;2;3.0300000000000002
16212;point;0;1;0;1;78.17
83241;cellphone_recharge;0;4;1;2;78.0
64348;cellphone_recharge;0;0;0;2;57.370000000000005
31356;send_money;0;0;0;3;161.41
27672;credits_consumer;0;3;0;1;127.65
5665;send_money;1;1;0;2;44.7
70896;prepaid;0;0;0;1;20.28
7063;cellphone_recharge;1;2;0;1;7.65
55559;cellphone_recharge;0;1;0;3;34.79
55137;credits_consumer;1;1;0;1;3.95
70598;cellphone_recharge;1;0;0;1;58.19
37324;send_money;0;0;0;1;71.1
43160;link_cobro;0;1;0;1;57.96
26212;transport;0;1;0;2;170.0
6642;cellphone_recharge;0;0;0;1;16.58
43746;prepaid;1;2;0;1;42.0
16410;cellphone_recharge;0;0;0;3;255.90999999999997
72120;prepaid;0;0;0;1;42.84
3612;transport;0;0;0;1;47.15
23168;point;0;0;0;2;119.58999999999999
96603;credits_consumer;0;1;0;1;48.68
